order_name,family_name,is_areal,avibase_id,ebird_species_code,birds_of_the_world_url,common_name,scientific_name,soi_number_loggers_approx_raw,body_mass_g,tagged_previously
Passeriformes,Phylloscopidae,False,AVIBASE-3827F740,brlwar1,https://birdsoftheworld.org/bow/species/brlwar1/,Brooks's Leaf Warbler,Phylloscopus subviridis,,5.5,
Passeriformes,Prunellidae,False,AVIBASE-AEBE407C,broacc1,https://birdsoftheworld.org/bow/species/broacc1/,Brown Accentor,Prunella fulvescens,,18.9,
Passeriformes,Leiothrichidae,False,AVIBASE-6EBDD2D5,brobab1,https://birdsoftheworld.org/bow/species/brobab1/,Brown Babbler,Turdoides plebejus,,62.5,
Passeriformes,Fringillidae,False,AVIBASE-964205CA,brobul1,https://birdsoftheworld.org/bow/species/brobul1/,Brown Bullfinch,Pyrrhula nipalensis,,24.6,
Passeriformes,Locustellidae,False,AVIBASE-79094AD6,brbwar2,https://birdsoftheworld.org/bow/species/brbwar2/,Brown Bush Warbler,Locustella luteoventris,,13.2,
Passeriformes,Furnariidae,False,AVIBASE-68D2CBF4,brncac1,https://birdsoftheworld.org/bow/species/brncac1/,Brown Cacholote,Pseudoseisura lophotes,,72.2,
Passeriformes,Certhiidae,False,AVIBASE-BAC33609,brncre,https://birdsoftheworld.org/bow/species/brncre/,Brown Creeper,Certhia americana,,8.1,
Passeriformes,Cinclidae,False,AVIBASE-4E5EB987,brodip1,https://birdsoftheworld.org/bow/species/brodip1/,Brown Dipper,Cinclus pallasii,,76.0,
Passeriformes,Locustellidae,False,AVIBASE-D9721DB9,bretai1,https://birdsoftheworld.org/bow/species/bretai1/,Brown Emutail,Bradypterus brunneus,,14.2,
Passeriformes,Estrildidae,False,AVIBASE-995975D1,brnfir1,https://birdsoftheworld.org/bow/species/brnfir1/,Brown Firefinch,Lagonosticta nitidula,,10.7,
Passeriformes,Leiothrichidae,False,AVIBASE-2EAEE9C9,broful1,https://birdsoftheworld.org/bow/species/broful1/,Brown Fulvetta,Alcippe brunneicauda,,14.3,
Passeriformes,Acanthizidae,False,AVIBASE-8A475492,broger1,https://birdsoftheworld.org/bow/species/broger1/,Brown Gerygone,Gerygone mouki,,5.2,
Passeriformes,Meliphagidae,False,AVIBASE-7CF36CE0,brohon1,https://birdsoftheworld.org/bow/species/brohon1/,Brown Honeyeater,Lichmera indistincta,,11.2,
Passeriformes,Pellorneidae,False,AVIBASE-3805ACAD,broill1,https://birdsoftheworld.org/bow/species/broill1/,Brown Illadopsis,Illadopsis fulvescens,,27.9,
Passeriformes,Corvidae,False,AVIBASE-AD6BFD7E,brnjay,https://birdsoftheworld.org/bow/species/brnjay/,Brown Jay,Cyanocorax morio,,204.0,
Passeriformes,Oriolidae,False,AVIBASE-78DA4BAF,broori1,https://birdsoftheworld.org/bow/species/broori1/,Brown Oriole,Oriolus szalayi,,95.2,
Passeriformes,Sylviidae,False,AVIBASE-16FEF081,brnwar1,https://birdsoftheworld.org/bow/species/brnwar1/,Brown Parisoma,Curruca lugens,,14.9,
Passeriformes,Paradoxornithidae,False,AVIBASE-83BC3338,bropar1,https://birdsoftheworld.org/bow/species/bropar1/,Brown Parrotbill,Paradoxornis unicolor,,34.0,
Passeriformes,Cisticolidae,False,AVIBASE-E6FA239A,bropri1,https://birdsoftheworld.org/bow/species/bropri1/,Brown Prinia,Prinia polychroa,,11.0,
Passeriformes,Muscicapidae,False,AVIBASE-F8995B0A,indcha1,https://birdsoftheworld.org/bow/species/indcha1/,Brown Rock Chat,Oenanthe fusca,,12.7,
Passeriformes,Muscicapidae,False,AVIBASE-231FD09E,brsrob1,https://birdsoftheworld.org/bow/species/brsrob1/,Brown Scrub Robin,Tychaedon signata,,38.2,
Passeriformes,Laniidae,False,AVIBASE-E4968582,brnshr,https://birdsoftheworld.org/bow/species/brnshr/,Brown Shrike,Lanius cristatus,,32.2,
Passeriformes,Paradisaeidae,False,AVIBASE-6117EEE5,brosic1,https://birdsoftheworld.org/bow/species/brosic1/,Brown Sicklebill,Epimachus meyeri,,220.5,
Passeriformes,Locustellidae,False,AVIBASE-E4A62726,broson1,https://birdsoftheworld.org/bow/species/broson1/,Brown Songlark,Cincloramphus cruralis,,49.2,
Passeriformes,Thraupidae,False,AVIBASE-B8992864,brotan1,https://birdsoftheworld.org/bow/species/brotan1/,Brown Tanager,Orchesticus abeillei,,31.5,
Passeriformes,Acanthizidae,False,AVIBASE-8F6C8E9E,brotho1,https://birdsoftheworld.org/bow/species/brotho1/,Brown Thornbill,Acanthiza pusilla,,7.6,
Passeriformes,Mimidae,False,AVIBASE-C8F9F2D0,brnthr,https://birdsoftheworld.org/bow/species/brnthr/,Brown Thrasher,Toxostoma rufum,,68.8,
Passeriformes,Timaliidae,False,AVIBASE-0CE8B173,brtbab1,https://birdsoftheworld.org/bow/species/brtbab1/,Brown Tit-Babbler,Macronus striaticeps,,16.5,
Passeriformes,Climacteridae,False,AVIBASE-B3CBAA5C,brotre2,https://birdsoftheworld.org/bow/species/brotre2/,Brown Treecreeper,Climacteris picumnus,,28.9,
Passeriformes,Mimidae,False,AVIBASE-9E532090,brotre1,https://birdsoftheworld.org/bow/species/brotre1/,Brown Trembler,Cinclocerthia ruficauda,,55.0,
Passeriformes,Estrildidae,False,AVIBASE-BD7558AD,brotwi1,https://birdsoftheworld.org/bow/species/brotwi1/,Brown Twinspot,Clytospiza monteiri,,14.9,
Passeriformes,Phylloscopidae,False,AVIBASE-E22B8495,brwwar1,https://birdsoftheworld.org/bow/species/brwwar1/,Brown Woodland Warbler,Phylloscopus umbrovirens,,8.6,
Passeriformes,Icteridae,False,AVIBASE-947E1C04,baymar1,https://birdsoftheworld.org/bow/species/baymar1/,Brown-and-yellow Marshbird,Pseudoleistes virescens,,79.9,
Passeriformes,Tyrannidae,False,AVIBASE-1FDE49DF,bbctyr1,https://birdsoftheworld.org/bow/species/bbctyr1/,Brown-backed Chat-Tyrant,Ochthoeca fumicolor,,16.6,
Passeriformes,Dicaeidae,False,AVIBASE-8D178429,brbflo1,https://birdsoftheworld.org/bow/species/brbflo1/,Brown-backed Flowerpecker,Pachyglossa everetti,,8.5,
Passeriformes,Meliphagidae,False,AVIBASE-8C34DEDF,brbhon1,https://birdsoftheworld.org/bow/species/brbhon1/,Brown-backed Honeyeater,Ramsayornis modestus,,12.1,
Passeriformes,Mimidae,False,AVIBASE-38961C3A,brbmoc1,https://birdsoftheworld.org/bow/species/brbmoc1/,Brown-backed Mockingbird,Mimus dorsalis,,58.7,
Passeriformes,Muscicapidae,False,AVIBASE-15B2DD49,bbsrob1,https://birdsoftheworld.org/bow/species/bbsrob1/,Brown-backed Scrub Robin,Cercotrichas hartlaubi,,19.2,
Passeriformes,Turdidae,False,AVIBASE-E4DF8DBE,brbsol1,https://birdsoftheworld.org/bow/species/brbsol1/,Brown-backed Solitaire,Myadestes occidentalis,,36.4,
Passeriformes,Pachycephalidae,False,AVIBASE-F1D4D8D5,brbwhi1,https://birdsoftheworld.org/bow/species/brbwhi1/,Brown-backed Whistler,Pachycephala modesta,,18.3,
Passeriformes,Grallariidae,False,AVIBASE-88C6B17B,brbant1,https://birdsoftheworld.org/bow/species/brbant1/,Brown-banded Antpitta,Grallaria milleri,,52.5,
Passeriformes,Thamnophilidae,False,AVIBASE-4D816F31,brbant2,https://birdsoftheworld.org/bow/species/brbant2/,Brown-bellied Stipplethroat,Epinecrophylla gutturalis,,9.2,
Passeriformes,Hirundinidae,True,AVIBASE-61CC48FF,brbswa1,https://birdsoftheworld.org/bow/species/brbswa1/,Brown-bellied Swallow,Orochelidon murina,,11.7,
Passeriformes,Furnariidae,False,AVIBASE-D285B68F,brbscy1,https://birdsoftheworld.org/bow/species/brbscy1/,Brown-billed Scythebill,Campylorhamphus pusillus,,40.5,
Passeriformes,Tyrannidae,False,AVIBASE-3B65A703,bnbpyt1,https://birdsoftheworld.org/bow/species/bnbpyt1/,Brown-breasted Bamboo Tyrant,Hemitriccus obsoletus,,11.6,
Passeriformes,Pycnonotidae,False,AVIBASE-0604A8C5,brbbul1,https://birdsoftheworld.org/bow/species/brbbul1/,Brown-breasted Bulbul,Pycnonotus xanthorrhous,,26.9,
Passeriformes,Muscicapidae,False,AVIBASE-472841E9,brbfly2,https://birdsoftheworld.org/bow/species/brbfly2/,Brown-breasted Flycatcher,Muscicapa muttui,,12.0,
Passeriformes,Acanthizidae,False,AVIBASE-C1F1EBF7,brbger1,https://birdsoftheworld.org/bow/species/brbger1/,Brown-breasted Gerygone,Gerygone ruficollis,,7.0,
Passeriformes,Pellorneidae,False,AVIBASE-17132E4C,bncbab1,https://birdsoftheworld.org/bow/species/bncbab1/,Brown-capped Babbler,Pellorneum fuscocapillus,,30.0,
Passeriformes,Rhipiduridae,False,AVIBASE-B81C0B31,brcfan1,https://birdsoftheworld.org/bow/species/brcfan1/,Brown-capped Fantail,Rhipidura diluta,,15.0,
Passeriformes,Leiothrichidae,False,AVIBASE-93675AD5,brclau1,https://birdsoftheworld.org/bow/species/brclau1/,Brown-capped Laughingthrush,Trochalopteron austeni,,59.0,
Passeriformes,Fringillidae,False,AVIBASE-0B90527D,bcrfin,https://birdsoftheworld.org/bow/species/bcrfin/,Brown-capped Rosy Finch,Leucosticte australis,,26.6,
Passeriformes,Furnariidae,False,AVIBASE-9FCDF434,bctspi1,https://birdsoftheworld.org/bow/species/bctspi1/,Brown-capped Tit-Spinetail,Leptasthenura fuliginiceps,,12.6,
Passeriformes,Tyrannidae,False,AVIBASE-BF566659,brctyr,https://birdsoftheworld.org/bow/species/brctyr/,Brown-capped Tyrannulet,Ornithion brunneicapillus,,7.1,
Passeriformes,Vireonidae,False,AVIBASE-66DCDF47,brcvir1,https://birdsoftheworld.org/bow/species/brcvir1/,Brown-capped Vireo,Vireo leucophrys,,12.3,
Passeriformes,Ploceidae,False,AVIBASE-C649EA57,brcwea1,https://birdsoftheworld.org/bow/species/brcwea1/,Brown-capped Weaver,Ploceus insignis,,27.5,
Passeriformes,Parulidae,False,AVIBASE-9E76EA56,brcred1,https://birdsoftheworld.org/bow/species/brcred1/,Brown-capped Whitestart,Myioborus brunniceps,,9.2,
Passeriformes,Pycnonotidae,False,AVIBASE-AE002A11,gycbul3,https://birdsoftheworld.org/bow/species/gycbul3/,Brown-cheeked Bulbul,Alophoixus bres,,35.3,
Passeriformes,Leiothrichidae,False,AVIBASE-E4C78D6C,brcful1,https://birdsoftheworld.org/bow/species/brcful1/,Brown-cheeked Fulvetta,Alcippe poioicephala,,20.7,
Passeriformes,Leiothrichidae,False,AVIBASE-18376B32,prhlau1,https://birdsoftheworld.org/bow/species/prhlau1/,Brown-cheeked Laughingthrush,Trochalopteron henrici,,65.0,
Passeriformes,Muscicapidae,False,AVIBASE-8B7A6FE9,brcale1,https://birdsoftheworld.org/bow/species/brcale1/,Brown-chested Alethe,Chamaetylas poliocephala,,32.4,
Passeriformes,Muscicapidae,False,AVIBASE-1AFE0391,bncjuf1,https://birdsoftheworld.org/bow/species/bncjuf1/,Brown-chested Jungle Flycatcher,Cyornis brunneatus,,18.1,
Passeriformes,Hirundinidae,True,AVIBASE-9BC43968,brcmar1,https://birdsoftheworld.org/bow/species/brcmar1/,Brown-chested Martin,Progne tapera,,32.0,
Passeriformes,Tyrannidae,False,AVIBASE-FC9E06A0,bncfly,https://birdsoftheworld.org/bow/species/bncfly/,Brown-crested Flycatcher,Myiarchus tyrannulus,,35.5,
Passeriformes,Timaliidae,False,AVIBASE-65875E25,bncscb1,https://birdsoftheworld.org/bow/species/bncscb1/,Brown-crowned Scimitar Babbler,Pomatorhinus phayrei,,,
Passeriformes,Malaconotidae,False,AVIBASE-4F9D43DE,brctch1,https://birdsoftheworld.org/bow/species/brctch1/,Brown-crowned Tchagra,Tchagra australis,,32.3,
Passeriformes,Pycnonotidae,False,AVIBASE-59BEAB80,brebul1,https://birdsoftheworld.org/bow/species/brebul1/,Brown-eared Bulbul,Hypsipetes amaurotis,,70.9,
Passeriformes,Cettiidae,False,AVIBASE-16508376,bfbwar1,https://birdsoftheworld.org/bow/species/bfbwar1/,Brown-flanked Bush Warbler,Horornis fortipes,,9.6,
Passeriformes,Thraupidae,False,AVIBASE-8F016827,brftan1,https://birdsoftheworld.org/bow/species/brftan1/,Brown-flanked Tanager,Thlypopsis pectoralis,,15.0,
Passeriformes,Cisticolidae,False,AVIBASE-D6C2BFD2,brhapa1,https://birdsoftheworld.org/bow/species/brhapa1/,Brown-headed Apalis,Apalis alticola,,12.1,
Passeriformes,Icteridae,False,AVIBASE-1E1AB415,bnhcow,https://birdsoftheworld.org/bow/species/bnhcow/,Brown-headed Cowbird,Molothrus ater,,40.3,
Passeriformes,Corvidae,False,AVIBASE-EC8ED8A4,brhcro1,https://birdsoftheworld.org/bow/species/brhcro1/,Brown-headed Crow,Corvus fuscicapillus,,635.0,
Passeriformes,Vireonidae,False,AVIBASE-04FCFB94,brhgre1,https://birdsoftheworld.org/bow/species/brhgre1/,Brown-headed Greenlet,Hylophilus brunneiceps,,9.9,
Passeriformes,Meliphagidae,False,AVIBASE-08DADC05,brhhon1,https://birdsoftheworld.org/bow/species/brhhon1/,Brown-headed Honeyeater,Melithreptus brevirostris,,12.6,
Passeriformes,Cinclosomatidae,False,AVIBASE-0993C4AE,blujeb2,https://birdsoftheworld.org/bow/species/blujeb2/,Brown-headed Jewel-babbler,Ptilorrhoa geislerorum,,49.0,
Passeriformes,Sittidae,False,AVIBASE-AD7F307B,bnhnut,https://birdsoftheworld.org/bow/species/bnhnut/,Brown-headed Nuthatch,Sitta pusilla,,10.2,
Passeriformes,Turdidae,False,AVIBASE-F80DAC22,brhthr1,https://birdsoftheworld.org/bow/species/brhthr1/,Brown-headed Thrush,Turdus chrysolaus,,65.4,
Passeriformes,Corvidae,False,AVIBASE-F2024545,brnrav1,https://birdsoftheworld.org/bow/species/brnrav1/,Brown-necked Raven,Corvus ruficollis,,573.5,
Passeriformes,Emberizidae,False,AVIBASE-BB11EE7F,brrbun1,https://birdsoftheworld.org/bow/species/brrbun1/,Brown-rumped Bunting,Emberiza affinis,,15.4,
Passeriformes,Furnariidae,False,AVIBASE-A1CCBC5B,brfgle1,https://birdsoftheworld.org/bow/species/brfgle1/,Brown-rumped Foliage-gleaner,Automolus melanopezus,,31.4,
Passeriformes,Fringillidae,False,AVIBASE-30384990,brrsee1,https://birdsoftheworld.org/bow/species/brrsee1/,Brown-rumped Seedeater,Crithagra tristriata,,15.5,
Passeriformes,Rhinocryptidae,False,AVIBASE-04128FC4,brrtap1,https://birdsoftheworld.org/bow/species/brrtap1/,Brown-rumped Tapaculo,Scytalopus latebricola,,18.1,
Passeriformes,Muscicapidae,False,AVIBASE-119680B1,bnsfly1,https://birdsoftheworld.org/bow/species/bnsfly1/,Brown-streaked Flycatcher,Muscicapa williamsoni,,9.8,
Passeriformes,Muscicapidae,False,AVIBASE-DA3F40DB,brtcha1,https://birdsoftheworld.org/bow/species/brtcha1/,Brown-tailed Rock Chat,Oenanthe scotocerca,,16.0,
Passeriformes,Paradoxornithidae,False,AVIBASE-47572CAC,ludful1,https://birdsoftheworld.org/bow/species/ludful1/,Brown-throated Fulvetta,Fulvetta ludlowi,,10.5,
Passeriformes,Hirundinidae,True,AVIBASE-D2854489,plamar1,https://birdsoftheworld.org/bow/species/plamar1/,Brown-throated Martin,Riparia paludicola,,13.5,
Passeriformes,Nectariniidae,False,AVIBASE-7F96C52A,pltsun2,https://birdsoftheworld.org/bow/species/pltsun2/,Brown-throated Sunbird,Anthreptes malacensis,,11.3,
Passeriformes,Platysteiridae,False,AVIBASE-E15225F1,btweye2,https://birdsoftheworld.org/bow/species/btweye2/,Brown-throated Wattle-eye,Platysteira cyanea,,14.6,
Passeriformes,Paradoxornithidae,False,AVIBASE-5D7C768F,bnwpar2,https://birdsoftheworld.org/bow/species/bnwpar2/,Brown-winged Parrotbill,Suthora brunnea,,,
Passeriformes,Tityridae,False,AVIBASE-D54C8603,thlsch3,https://birdsoftheworld.org/bow/species/thlsch3/,Brown-winged Schiffornis,Schiffornis turdina,,31.7,
Passeriformes,Sturnidae,False,AVIBASE-87C70101,brwsta1,https://birdsoftheworld.org/bow/species/brwsta1/,Brown-winged Starling,Aplonis grandis,,134.0,
Passeriformes,Muscicapidae,False,AVIBASE-0652AFB0,chwwht1,https://birdsoftheworld.org/bow/species/chwwht1/,Brown-winged Whistling Thrush,Myophonus castaneus,,89.7,
Passeriformes,Tyrannidae,False,AVIBASE-A58DD6C7,broela1,https://birdsoftheworld.org/bow/species/broela1/,Brownish Elaenia,Elaenia pelzelni,,27.3,
Passeriformes,Tyrannidae,False,AVIBASE-8D786D76,brofly1,https://birdsoftheworld.org/bow/species/brofly1/,Brownish Twistwing,Cnipodectes subbrunneus,,23.2,
Passeriformes,Thamnophilidae,False,AVIBASE-B4F54E3D,brhant1,https://birdsoftheworld.org/bow/species/brhant1/,Brownish-headed Antbird,Myrmelastes brunneiceps,,25.7,
Passeriformes,Malaconotidae,False,AVIBASE-967545BC,brubru1,https://birdsoftheworld.org/bow/species/brubru1/,Brubru,Nilaus afer,,19.1,
Passeriformes,Tyrannidae,False,AVIBASE-F7667798,brufly1,https://birdsoftheworld.org/bow/species/brufly1/,Brujo Flycatcher,Pyrocephalus nanus,,14.4,
Passeriformes,Cisticolidae,False,AVIBASE-F550D7D6,bubcis1,https://birdsoftheworld.org/bow/species/bubcis1/,Bubbling Cisticola,Cisticola bulliens,,15.8,
Passeriformes,Thraupidae,False,AVIBASE-E9BC5A13,bubmot3,,Buff-banded Mountain Tanager,Dubusia taeniata,,37.0,
Passeriformes,Locustellidae,False,AVIBASE-9C16D3E4,bubbus1,https://birdsoftheworld.org/bow/species/bubbus1/,Buff-banded Thicketbird,Cincloramphus bivittatus,,30.0,
Passeriformes,Tyrannidae,False,AVIBASE-C5B7FACC,bubtyr1,https://birdsoftheworld.org/bow/species/bubtyr1/,Buff-banded Tyrannulet,Mecocerculus hellmayri,,8.0,
Passeriformes,Phylloscopidae,False,AVIBASE-56F0521E,bubwar1,https://birdsoftheworld.org/bow/species/bubwar1/,Buff-barred Warbler,Phylloscopus pulcher,,6.8,
Passeriformes,Estrildidae,False,AVIBASE-922C2DF2,bismun1,https://birdsoftheworld.org/bow/species/bismun1/,Buff-bellied Mannikin,Lonchura melaena,,13.3,
Passeriformes,Monarchidae,False,AVIBASE-6977F1E6,bubmon1,https://birdsoftheworld.org/bow/species/bubmon1/,Buff-bellied Monarch,Neolalage banksiana,,16.8,
Passeriformes,Thraupidae,False,AVIBASE-CC33C7BB,bubtan1,https://birdsoftheworld.org/bow/species/bubtan1/,Buff-bellied Tanager,Thlypopsis inornata,,15.0,
Passeriformes,Cisticolidae,False,AVIBASE-DFC5A27D,bubwar2,https://birdsoftheworld.org/bow/species/bubwar2/,Buff-bellied Warbler,Phyllolais pulchella,,6.0,
Passeriformes,Pellorneidae,False,AVIBASE-F013EAF4,bubbab1,https://birdsoftheworld.org/bow/species/bubbab1/,Buff-breasted Babbler,Pellorneum tickelli,,17.1,
Passeriformes,Furnariidae,False,AVIBASE-6A152726,bubear2,https://birdsoftheworld.org/bow/species/bubear2/,Buff-breasted Earthcreeper,Upucerthia validirostris,,33.6,
Passeriformes,Tyrannidae,False,AVIBASE-58AC300F,bubfly,https://birdsoftheworld.org/bow/species/bubfly/,Buff-breasted Flycatcher,Empidonax fulvifrons,,7.9,
Passeriformes,Tyrannidae,False,AVIBASE-2B663C9F,bbttyr2,https://birdsoftheworld.org/bow/species/bbttyr2/,Buff-breasted Tody-Tyrant,Hemitriccus mirandae,,10.0,
Passeriformes,Muscicapidae,False,AVIBASE-DB59BA9E,rebwhe2,https://birdsoftheworld.org/bow/species/rebwhe2/,Buff-breasted Wheatear,Oenanthe bottae,,19.9,
Passeriformes,Troglodytidae,False,AVIBASE-DF6E7F1C,bubwre1,https://birdsoftheworld.org/bow/species/bubwre1/,Buff-breasted Wren,Cantorchilus leucotis,,19.4,
Passeriformes,Thraupidae,False,AVIBASE-754AE5B4,bbifin1,https://birdsoftheworld.org/bow/species/bbifin1/,Buff-bridled Inca Finch,Incaspiza laeta,,22.0,
Passeriformes,Furnariidae,False,AVIBASE-25CD1E21,bbfgle1,https://birdsoftheworld.org/bow/species/bbfgle1/,Buff-browed Foliage-gleaner,Syndactyla rufosuperciliata,,25.6,
Passeriformes,Vireonidae,False,AVIBASE-66B55F55,bucgre1,https://birdsoftheworld.org/bow/species/bucgre1/,Buff-cheeked Greenlet,Pachysylvia muscicapina,,11.7,
Passeriformes,Tyrannidae,False,AVIBASE-6D460666,buctof1,https://birdsoftheworld.org/bow/species/buctof1/,Buff-cheeked Tody-Flycatcher,Poecilotriccus senex,,6.6,
Passeriformes,Acanthizidae,False,AVIBASE-89E5A8A0,bufscr1,https://birdsoftheworld.org/bow/species/bufscr1/,Buff-faced Scrubwren,Aethomyias perspicillatus,,9.0,
Passeriformes,Furnariidae,False,AVIBASE-A9CCA8B6,bffgle,https://birdsoftheworld.org/bow/species/bffgle/,Buff-fronted Foliage-gleaner,Dendroma rufa,,25.0,
Passeriformes,Acanthizidae,False,AVIBASE-7B1144C8,burtho1,https://birdsoftheworld.org/bow/species/burtho1/,Buff-rumped Thornbill,Acanthiza reguloides,,7.7,
Passeriformes,Parulidae,False,AVIBASE-0232E9DC,burwar1,https://birdsoftheworld.org/bow/species/burwar1/,Buff-rumped Warbler,Myiothlypis fulvicauda,,14.9,
Passeriformes,Petroicidae,False,AVIBASE-055E5B40,busrob1,https://birdsoftheworld.org/bow/species/busrob1/,Buff-sided Robin,Poecilodryas cerviniventris,,19.8,
Passeriformes,Muscicapidae,False,AVIBASE-916C5AED,busbus1,https://birdsoftheworld.org/bow/species/busbus1/,Buff-streaked Chat,Campicoloides bifasciatus,,35.0,
Passeriformes,Cisticolidae,False,AVIBASE-75E0430B,butapa1,https://birdsoftheworld.org/bow/species/butapa1/,Buff-throated Apalis,Apalis rufogularis,,8.3,
Passeriformes,Tityridae,False,AVIBASE-57EC4803,butpur1,https://birdsoftheworld.org/bow/species/butpur1/,Buff-throated Purpletuft,Iodopleura pipra,,10.0,
Passeriformes,Thraupidae,False,AVIBASE-8A80DE66,butsal1,https://birdsoftheworld.org/bow/species/butsal1/,Buff-throated Saltator,Saltator maximus,,47.6,
Passeriformes,Nectariniidae,False,AVIBASE-59EE3B94,butsun2,https://birdsoftheworld.org/bow/species/butsun2/,Buff-throated Sunbird,Chalcomitra adelberti,,9.8,
Passeriformes,Tyrannidae,False,AVIBASE-447039A9,btttyr2,https://birdsoftheworld.org/bow/species/btttyr2/,Buff-throated Tody-Tyrant,Hemitriccus rufigularis,,9.4,
Passeriformes,Phylloscopidae,False,AVIBASE-CACE0EBE,butwar1,https://birdsoftheworld.org/bow/species/butwar1/,Buff-throated Warbler,Phylloscopus subaffinis,,6.2,
Passeriformes,Thraupidae,False,AVIBASE-563FA241,rrwfin1,https://birdsoftheworld.org/bow/species/rrwfin1/,Buff-throated Warbling Finch,Microspingus lateralis,,19.2,
Passeriformes,Furnariidae,False,AVIBASE-34528F8F,butwoo1,https://birdsoftheworld.org/bow/species/butwoo1/,Buff-throated Woodcreeper,Xiphorhynchus guttatus,,59.7,
Passeriformes,Pycnonotidae,False,AVIBASE-88FC3084,buvbul1,https://birdsoftheworld.org/bow/species/buvbul1/,Buff-vented Bulbul,Iole crypta,,24.0,
Passeriformes,Furnariidae,False,AVIBASE-FF52966F,buwcin1,https://birdsoftheworld.org/bow/species/buwcin1/,Buff-winged Cinclodes,Cinclodes fuscus,,30.0,
Passeriformes,Leiothrichidae,False,AVIBASE-329039A2,buflau1,https://birdsoftheworld.org/bow/species/buflau1/,Buffy Laughingthrush,Pterorhinus berthemyi,,72.0,
Passeriformes,Motacillidae,False,AVIBASE-3BC778CE,bufpip1,https://birdsoftheworld.org/bow/species/bufpip1/,Buffy Pipit,Anthus vaalensis,,27.0,
Passeriformes,Furnariidae,False,AVIBASE-74CEB92D,buftuf1,https://birdsoftheworld.org/bow/species/buftuf1/,Buffy Tuftedcheek,Pseudocolaptes lawrencii,,51.0,
Passeriformes,Thraupidae,False,AVIBASE-3B38D8C5,bufsee1,https://birdsoftheworld.org/bow/species/bufsee1/,Buffy-fronted Seedeater,Sporophila frontalis,,19.3,
Passeriformes,Leiothrichidae,False,AVIBASE-8D7B97E0,buglio1,https://birdsoftheworld.org/bow/species/buglio1/,Bugun Liocichla,Liocichla bugunorum,,40.0,
Passeriformes,Laniidae,False,AVIBASE-A4C59A23,buhshr1,https://birdsoftheworld.org/bow/species/buhshr1/,Bull-headed Shrike,Lanius bucephalus,,39.4,
Passeriformes,Icteridae,False,AVIBASE-7E65A952,bulori,https://birdsoftheworld.org/bow/species/bulori/,Bullock's Oriole,Icterus bullockiorum,,37.9,
Passeriformes,Muscicapidae,False,AVIBASE-C1BCE534,bunfly1,https://birdsoftheworld.org/bow/species/bunfly1/,Bundok Flycatcher,Ficedula luzoniensis,,8.2,
Passeriformes,Sturnidae,False,AVIBASE-996AF595,bugsta1,https://birdsoftheworld.org/bow/species/bugsta1/,Burchell's Starling,Lamprotornis australis,,101.1,
Passeriformes,Alaudidae,False,AVIBASE-CA5526E1,burbus1,https://birdsoftheworld.org/bow/species/burbus1/,Burmese Bush Lark,Plocealauda microptera,,26.2,
Passeriformes,Sturnidae,False,AVIBASE-A0FB9485,vibsta1,https://birdsoftheworld.org/bow/species/vibsta1/,Burmese Myna,Acridotheres burmannicus,,89.0,
Passeriformes,Sittidae,False,AVIBASE-23F3AE9C,chbnut4,https://birdsoftheworld.org/bow/species/chbnut4/,Burmese Nuthatch,Sitta neglecta,,19.6,
Passeriformes,Cisticolidae,False,AVIBASE-DCC58CA1,brnpri2,https://birdsoftheworld.org/bow/species/brnpri2/,Burmese Prinia,Prinia cooki,,11.0,
Passeriformes,Laniidae,False,AVIBASE-EA411063,burshr1,https://birdsoftheworld.org/bow/species/burshr1/,Burmese Shrike,Lanius collurioides,,26.0,
Passeriformes,Zosteropidae,False,AVIBASE-16E99455,buryuh1,https://birdsoftheworld.org/bow/species/buryuh1/,Burmese Yuhina,Yuhina humilis,,14.0,
Passeriformes,Thraupidae,False,AVIBASE-D9A843C8,bubtan2,https://birdsoftheworld.org/bow/species/bubtan2/,Burnished-buff Tanager,Stilpnia cayana,,18.0,
Passeriformes,Cisticolidae,False,AVIBASE-35C0145B,bunere1,https://birdsoftheworld.org/bow/species/bunere1/,Burnt-necked Eremomela,Eremomela usticollis,,8.4,
Passeriformes,Locustellidae,False,AVIBASE-954948C3,cbbwar3,https://birdsoftheworld.org/bow/species/cbbwar3/,Buru Bush Warbler,Locustella disturbans,,19.0,
Passeriformes,Campephagidae,False,AVIBASE-DEDD2225,burcus1,https://birdsoftheworld.org/bow/species/burcus1/,Buru Cuckooshrike,Coracina fortis,,138.2,
Passeriformes,Dicaeidae,False,AVIBASE-3D30CF40,flbflo2,https://birdsoftheworld.org/bow/species/flbflo2/,Buru Flowerpecker,Dicaeum erythrothorax,,8.9,
Passeriformes,Meliphagidae,False,AVIBASE-FDBFA772,bkffri1,https://birdsoftheworld.org/bow/species/bkffri1/,Buru Friarbird,Philemon moluccensis,,85.7,
Passeriformes,Pycnonotidae,False,AVIBASE-07BCEAC0,golbul4,https://birdsoftheworld.org/bow/species/golbul4/,Buru Golden Bulbul,Hypsipetes mysticalis,,40.5,
Passeriformes,Meliphagidae,False,AVIBASE-D5D7DA7E,burhon1,https://birdsoftheworld.org/bow/species/burhon1/,Buru Honeyeater,Lichmera deningeri,,16.6,
Passeriformes,Muscicapidae,False,AVIBASE-4EA42529,burjuf1,https://birdsoftheworld.org/bow/species/burjuf1/,Buru Jungle Flycatcher,Eumyias additus,,22.5,
