order_name,family_name,is_areal,avibase_id,ebird_species_code,birds_of_the_world_url,common_name,scientific_name,soi_number_loggers_approx_raw,body_mass_g,tagged_previously
Apodiformes,Apodidae,True,AVIBASE-DEE4829A,afrswi1,https://birdsoftheworld.org/bow/species/afrswi1/,African Black Swift,Apus barbatus,,42.8,
Apodiformes,Apodidae,True,AVIBASE-DA106373,afpswi1,https://birdsoftheworld.org/bow/species/afpswi1/,African Palm Swift,Cypsiurus parvus,,13.6,
Apodiformes,Trochilidae,True,AVIBASE-C25794D5,allhum,https://birdsoftheworld.org/bow/species/allhum/,Allen's Hummingbird,Selasphorus sasin,,3.4,
Apodiformes,Apodidae,True,AVIBASE-FA1CAD29,alpswi1,https://birdsoftheworld.org/bow/species/alpswi1/,Alpine Swift,Tachymarptis melba,>150,100.4,multi-sensor
Apodiformes,Trochilidae,True,AVIBASE-62AFA922,amahum1,https://birdsoftheworld.org/bow/species/amahum1/,Amazilia Hummingbird,Amazilis amazilia,,4.3,
Apodiformes,Apodidae,True,AVIBASE-6F1B12CA,palswi2,https://birdsoftheworld.org/bow/species/palswi2/,Ameline Swiftlet,Aerodramus amelis,,10.7,
Apodiformes,Apodidae,True,AVIBASE-7FB66FEB,blkswi,https://birdsoftheworld.org/bow/species/blkswi/,American Black Swift,Cypseloides niger,7.0,39.7,multi-sensor
Apodiformes,Trochilidae,True,AVIBASE-0431F843,amewoo1,https://birdsoftheworld.org/bow/species/amewoo1/,Amethyst Woodstar,Calliphlox amethystina,,2.8,
Apodiformes,Trochilidae,True,AVIBASE-474AA2CF,amthum1,https://birdsoftheworld.org/bow/species/amthum1/,Amethyst-throated Mountaingem,Lampornis amethystinus,,5.2,
Apodiformes,Trochilidae,True,AVIBASE-D9EBF49B,amtsun3,https://birdsoftheworld.org/bow/species/amtsun3/,Amethyst-throated Sunangel,Heliangelus amethysticollis,,5.0,
Apodiformes,Trochilidae,True,AVIBASE-3FFAFC07,andeme1,https://birdsoftheworld.org/bow/species/andeme1/,Andean Emerald,Uranomitra franciae,,5.0,
Apodiformes,Trochilidae,True,AVIBASE-0DA1CA5D,andhil3,https://birdsoftheworld.org/bow/species/andhil3/,Andean Hillstar,Oreotrochilus estella,,8.1,
Apodiformes,Apodidae,True,AVIBASE-B9CF96D5,andswi1,https://birdsoftheworld.org/bow/species/andswi1/,Andean Swift,Aeronautes andecolus,,17.6,
Apodiformes,Trochilidae,True,AVIBASE-42393721,annhum,https://birdsoftheworld.org/bow/species/annhum/,Anna's Hummingbird,Calypte anna,,4.2,
Apodiformes,Trochilidae,True,AVIBASE-47928606,anchum1,https://birdsoftheworld.org/bow/species/anchum1/,Antillean Crested Hummingbird,Orthorhyncus cristatus,,3.0,
Apodiformes,Apodidae,True,AVIBASE-C2077AD8,anpswi,https://birdsoftheworld.org/bow/species/anpswi/,Antillean Palm Swift,Tachornis phoenicobia,,10.2,
Apodiformes,Apodidae,True,AVIBASE-B414537B,astswi1,https://birdsoftheworld.org/bow/species/astswi1/,Ashy-tailed Swift,Chaetura andrei,,17.1,
Apodiformes,Apodidae,True,AVIBASE-83C40F89,aspswi1,https://birdsoftheworld.org/bow/species/aspswi1/,Asian Palm Swift,Cypsiurus balasiensis,,9.1,
Apodiformes,Apodidae,True,AVIBASE-C6C43CDC,atiswi1,https://birdsoftheworld.org/bow/species/atiswi1/,Atiu Swiftlet,Aerodramus sawtelli,,8.6,
Apodiformes,Apodidae,True,AVIBASE-CB433EED,ausswi1,https://birdsoftheworld.org/bow/species/ausswi1/,Australian Swiftlet,Aerodramus terraereginae,,12.0,
Apodiformes,Trochilidae,True,AVIBASE-822E745E,azchum1,https://birdsoftheworld.org/bow/species/azchum1/,Azure-crowned Hummingbird,Saucerottia cyanocephala,,5.1,
Apodiformes,Trochilidae,True,AVIBASE-00D11273,bahwoo,https://birdsoftheworld.org/bow/species/bahwoo/,Bahama Woodstar,Nesophlox evelynae,,2.4,
Apodiformes,Apodidae,True,AVIBASE-AEFB8157,barswi,https://birdsoftheworld.org/bow/species/barswi/,Band-rumped Swift,Chaetura spinicaudus,,15.7,
Apodiformes,Trochilidae,True,AVIBASE-DDCF894E,batbar1,https://birdsoftheworld.org/bow/species/batbar1/,Band-tailed Barbthroat,Threnetes ruckeri,,5.2,
Apodiformes,Apodidae,True,AVIBASE-31CA6790,balswi1,https://birdsoftheworld.org/bow/species/balswi1/,Bare-legged Swiftlet,Aerodramus nuditarsus,,13.4,
Apodiformes,Apodidae,True,AVIBASE-16A54020,batswi1,https://birdsoftheworld.org/bow/species/batswi1/,Bates's Swift,Apus batesi,,22.1,
Apodiformes,Trochilidae,True,AVIBASE-C03BAEB7,beamou1,https://birdsoftheworld.org/bow/species/beamou1/,Bearded Mountaineer,Oreonympha nobilis,,7.7,
Apodiformes,Trochilidae,True,AVIBASE-B569CB1E,beahum1,https://birdsoftheworld.org/bow/species/beahum1/,Beautiful Sheartail,Calothorax pulcher,,2.7,
Apodiformes,Trochilidae,True,AVIBASE-2AA5F01C,beehum1,https://birdsoftheworld.org/bow/species/beehum1/,Bee Hummingbird,Mellisuga helenae,,2.2,
Apodiformes,Trochilidae,True,AVIBASE-EDCAC4EA,berhum,https://birdsoftheworld.org/bow/species/berhum/,Berylline Hummingbird,Saucerottia beryllina,,4.5,
Apodiformes,Apodidae,True,AVIBASE-5267D127,bisswi1,https://birdsoftheworld.org/bow/species/bisswi1/,Biscutate Swift,Streptoprocne biscutata,,95.8,
Apodiformes,Trochilidae,True,AVIBASE-76079E12,blainc1,https://birdsoftheworld.org/bow/species/blainc1/,Black Inca,Coeligena prunellei,,7.0,
Apodiformes,Trochilidae,True,AVIBASE-77B4C75D,blkjac1,https://birdsoftheworld.org/bow/species/blkjac1/,Black Jacobin,Florisuga fusca,,8.0,
Apodiformes,Trochilidae,True,AVIBASE-19A9FCEC,blamet1,https://birdsoftheworld.org/bow/species/blamet1/,Black Metaltail,Metallura phoebe,,5.4,
Apodiformes,Apodidae,True,AVIBASE-4B79BD9A,blaspi1,https://birdsoftheworld.org/bow/species/blaspi1/,Black Spinetail,Telacanthura melanopygia,,52.0,
Apodiformes,Trochilidae,True,AVIBASE-868924FC,blbtho1,https://birdsoftheworld.org/bow/species/blbtho1/,Black-backed Thornbill,Ramphomicron dorsale,,3.5,
Apodiformes,Trochilidae,True,AVIBASE-7369E5C3,blbhum1,https://birdsoftheworld.org/bow/species/blbhum1/,Black-bellied Hummingbird,Eupherusa nigriventris,,3.5,
Apodiformes,Trochilidae,True,AVIBASE-67671AD1,bkbtho1,https://birdsoftheworld.org/bow/species/bkbtho1/,Black-bellied Thorntail,Discosura langsdorffi,,2.8,
Apodiformes,Trochilidae,True,AVIBASE-7D8643AF,stream3,https://birdsoftheworld.org/bow/species/stream3/,Black-billed Streamertail,Trochilus scitulus,,,
Apodiformes,Trochilidae,True,AVIBASE-2385057C,blbhil1,https://birdsoftheworld.org/bow/species/blbhil1/,Black-breasted Hillstar,Oreotrochilus melanogaster,,9.1,
Apodiformes,Trochilidae,True,AVIBASE-B0BFCB56,blbpuf3,https://birdsoftheworld.org/bow/species/blbpuf3/,Black-breasted Puffleg,Eriocnemis nigrivestis,,8.5,
Apodiformes,Trochilidae,True,AVIBASE-4BB4F257,bkchum,https://birdsoftheworld.org/bow/species/bkchum/,Black-chinned Hummingbird,Archilochus alexandri,,3.4,
Apodiformes,Trochilidae,True,AVIBASE-DA45F747,blccoq1,https://birdsoftheworld.org/bow/species/blccoq1/,Black-crested Coquette,Lophornis helenae,,2.6,
Apodiformes,Trochilidae,True,AVIBASE-EFBDAE18,bkefai1,https://birdsoftheworld.org/bow/species/bkefai1/,Black-eared Fairy,Heliothryx auritus,,5.4,
Apodiformes,Trochilidae,True,AVIBASE-5370CAE1,blhsun1,https://birdsoftheworld.org/bow/species/blhsun1/,Black-hooded Sunbeam,Aglaeactis pamela,,5.5,
Apodiformes,Apodidae,True,AVIBASE-76179577,blnswi1,https://birdsoftheworld.org/bow/species/blnswi1/,Black-nest Swiftlet,Aerodramus maximus,,17.0,
Apodiformes,Trochilidae,True,AVIBASE-E90F598E,blttra1,https://birdsoftheworld.org/bow/species/blttra1/,Black-tailed Trainbearer,Lesbia victoriae,,5.0,
Apodiformes,Trochilidae,True,AVIBASE-AD8A1A5A,bltpuf1,https://birdsoftheworld.org/bow/species/bltpuf1/,Black-thighed Puffleg,Eriocnemis derbyi,,5.5,
Apodiformes,Trochilidae,True,AVIBASE-F3CD71B9,bltbri1,https://birdsoftheworld.org/bow/species/bltbri1/,Black-throated Brilliant,Heliodoxa schreibersii,,9.2,
Apodiformes,Trochilidae,True,AVIBASE-BF1FDF21,bkther1,https://birdsoftheworld.org/bow/species/bkther1/,Black-throated Hermit,Phaethornis atrimentalis,,2.6,
Apodiformes,Trochilidae,True,AVIBASE-BC459FEC,bltman1,https://birdsoftheworld.org/bow/species/bltman1/,Black-throated Mango,Anthracothorax nigricollis,,7.0,
Apodiformes,Trochilidae,True,AVIBASE-2B7764F8,bubhel1,https://birdsoftheworld.org/bow/species/bubhel1/,Blue-bearded Helmetcrest,Oxypogon cyanolaemus,,4.8,
Apodiformes,Trochilidae,True,AVIBASE-43D99D3F,blcpuf1,https://birdsoftheworld.org/bow/species/blcpuf1/,Blue-capped Puffleg,Eriocnemis glaucopoides,,3.7,
Apodiformes,Trochilidae,True,AVIBASE-98B261C6,blchum1,https://birdsoftheworld.org/bow/species/blchum1/,Blue-chested Hummingbird,Polyerata amabilis,,4.3,
Apodiformes,Trochilidae,True,AVIBASE-7849DFD9,bucsap1,https://birdsoftheworld.org/bow/species/bucsap1/,Blue-chinned Sapphire,Chlorestes notata,,4.2,
Apodiformes,Trochilidae,True,AVIBASE-60EFC383,blflan1,https://birdsoftheworld.org/bow/species/blflan1/,Blue-fronted Lancebill,Doryfera johannae,,4.8,
Apodiformes,Trochilidae,True,AVIBASE-3DBAC388,blhhum1,https://birdsoftheworld.org/bow/species/blhhum1/,Blue-headed Hummingbird,Riccordia bicolor,,4.5,
Apodiformes,Trochilidae,True,AVIBASE-D4920C92,blhsap1,https://birdsoftheworld.org/bow/species/blhsap1/,Blue-headed Sapphire,Chrysuronia grayi,,5.6,
Apodiformes,Trochilidae,True,AVIBASE-A9F8C658,blmtho1,https://birdsoftheworld.org/bow/species/blmtho1/,Blue-mantled Thornbill,Chalcostigma stanleyi,,5.8,
Apodiformes,Trochilidae,True,AVIBASE-EFE80E7B,blteme1,https://birdsoftheworld.org/bow/species/blteme1/,Blue-tailed Emerald,Chlorostilbon mellisugus,,2.6,
Apodiformes,Trochilidae,True,AVIBASE-33C0BBAE,blthum1,https://birdsoftheworld.org/bow/species/blthum1/,Blue-tailed Hummingbird,Saucerottia cyanura,,3.9,
Apodiformes,Trochilidae,True,AVIBASE-7503BD8B,buthil1,https://birdsoftheworld.org/bow/species/buthil1/,Blue-throated Hillstar,Oreotrochilus cyanolaemus,,8.1,
Apodiformes,Trochilidae,True,AVIBASE-97FB2BC9,buthum,https://birdsoftheworld.org/bow/species/buthum/,Blue-throated Mountaingem,Lampornis clemenciae,,7.6,
Apodiformes,Trochilidae,True,AVIBASE-1939B2C8,bltgol1,https://birdsoftheworld.org/bow/species/bltgol1/,Blue-throated Sapphire,Chlorestes eliciae,,3.6,
Apodiformes,Trochilidae,True,AVIBASE-F9BD34D8,bltsta1,https://birdsoftheworld.org/bow/species/bltsta1/,Blue-throated Starfrontlet,Coeligena helianthea,,6.6,
Apodiformes,Trochilidae,True,AVIBASE-8E2B55E8,bltsta2,https://birdsoftheworld.org/bow/species/bltsta2/,Blue-tufted Starthroat,Heliomaster furcifer,,5.4,
Apodiformes,Trochilidae,True,AVIBASE-0595E528,buvhum1,https://birdsoftheworld.org/bow/species/buvhum1/,Blue-vented Hummingbird,Saucerottia hoffmanni,,4.5,
Apodiformes,Apodidae,True,AVIBASE-2EF40362,cavswi3,https://birdsoftheworld.org/bow/species/cavswi3/,Bornean Swiftlet,Collocalia dodgei,,6.3,
Apodiformes,Trochilidae,True,AVIBASE-10787A38,braeme2,https://birdsoftheworld.org/bow/species/braeme2/,Brace's Emerald,Riccordia bracei,,,
Apodiformes,Apodidae,True,AVIBASE-11507BB3,braswi1,https://birdsoftheworld.org/bow/species/braswi1/,Bradfield's Swift,Apus bradfieldi,,42.4,
Apodiformes,Trochilidae,True,AVIBASE-A8BB091D,brarub1,https://birdsoftheworld.org/bow/species/brarub1/,Brazilian Ruby,Heliodoxa rubricauda,,7.9,
Apodiformes,Trochilidae,True,AVIBASE-C29BA985,brbhum,https://birdsoftheworld.org/bow/species/brbhum/,Broad-billed Hummingbird,Cynanthus latirostris,,3.1,
Apodiformes,Trochilidae,True,AVIBASE-AFBD5A5F,brthum,https://birdsoftheworld.org/bow/species/brthum/,Broad-tailed Hummingbird,Selasphorus platycercus,,3.5,
Apodiformes,Trochilidae,True,AVIBASE-0475490E,brther2,https://birdsoftheworld.org/bow/species/brther2/,Broad-tipped Hermit,Anopetia gounellei,,3.2,
Apodiformes,Trochilidae,True,AVIBASE-EA348366,brtcom1,https://birdsoftheworld.org/bow/species/brtcom1/,Bronze-tailed Comet,Polyonymus caroli,,4.8,
Apodiformes,Trochilidae,True,AVIBASE-46979A37,brtplu1,https://birdsoftheworld.org/bow/species/brtplu1/,Bronze-tailed Plumeleteer,Chalybura urochrysia,,6.4,
Apodiformes,Trochilidae,True,AVIBASE-38D52634,brttho1,https://birdsoftheworld.org/bow/species/brttho1/,Bronze-tailed Thornbill,Chalcostigma heteropogon,,6.1,
Apodiformes,Trochilidae,True,AVIBASE-2ABFB40A,broher,https://birdsoftheworld.org/bow/species/broher/,Bronzy Hermit,Glaucis aeneus,,4.8,
Apodiformes,Trochilidae,True,AVIBASE-97D31AA6,broinc1,https://birdsoftheworld.org/bow/species/broinc1/,Bronzy Inca,Coeligena coeligena,,6.8,
Apodiformes,Trochilidae,True,AVIBASE-F2DABE41,broinc2,https://birdsoftheworld.org/bow/species/broinc2/,Brown Inca,Coeligena wilsoni,,6.7,
Apodiformes,Trochilidae,True,AVIBASE-A76C26A1,brvear1,https://birdsoftheworld.org/bow/species/brvear1/,Brown Violetear,Colibri delphinae,,6.4,
Apodiformes,Apodidae,True,AVIBASE-468C27AD,brbnee1,https://birdsoftheworld.org/bow/species/brbnee1/,Brown-backed Needletail,Hirundapus giganteus,,127.0,
Apodiformes,Trochilidae,True,AVIBASE-4D3CD91A,bubher1,https://birdsoftheworld.org/bow/species/bubher1/,Buff-bellied Hermit,Phaethornis subochraceus,,3.8,
Apodiformes,Trochilidae,True,AVIBASE-76D9954B,bubhum,https://birdsoftheworld.org/bow/species/bubhum/,Buff-bellied Hummingbird,Amazilia yucatanensis,,3.9,
Apodiformes,Trochilidae,True,AVIBASE-786A881C,bubsab1,https://birdsoftheworld.org/bow/species/bubsab1/,Buff-breasted Sabrewing,Campylopterus duidae,,6.1,
Apodiformes,Trochilidae,True,AVIBASE-8DA07483,butcor1,https://birdsoftheworld.org/bow/species/butcor1/,Buff-tailed Coronet,Boissonneaua flavescens,,8.2,
Apodiformes,Trochilidae,True,AVIBASE-198F8B56,butsic1,https://birdsoftheworld.org/bow/species/butsic1/,Buff-tailed Sicklebill,Eutoxeres condamini,,10.8,
Apodiformes,Trochilidae,True,AVIBASE-053F6E2A,butpuf1,https://birdsoftheworld.org/bow/species/butpuf1/,Buff-thighed Puffleg,Haplophaedia assimilis,,4.8,
Apodiformes,Trochilidae,True,AVIBASE-0702D924,buwsta1,https://birdsoftheworld.org/bow/species/buwsta1/,Buff-winged Starfrontlet,Coeligena lutetiae,,7.3,
Apodiformes,Trochilidae,True,AVIBASE-876F6202,bufhel1,https://birdsoftheworld.org/bow/species/bufhel1/,Buffy Helmetcrest,Oxypogon stuebelii,,4.8,
Apodiformes,Trochilidae,True,AVIBASE-ACCC88A9,bufhum1,https://birdsoftheworld.org/bow/species/bufhum1/,Buffy Hummingbird,Leucippus fallax,,6.0,
Apodiformes,Trochilidae,True,AVIBASE-FDB8FCFF,bumhum,https://birdsoftheworld.org/bow/species/bumhum/,Bumblebee Hummingbird,Selasphorus heloisa,,2.2,
Apodiformes,Trochilidae,True,AVIBASE-BF9C468D,fescoq2,https://birdsoftheworld.org/bow/species/fescoq2/,Butterfly Coquette,Lophornis verreauxii,,3.0,
Apodiformes,Apodidae,True,AVIBASE-0D52DFC7,balspi1,https://birdsoftheworld.org/bow/species/balspi1/,Böhm's Spinetail,Neafrapus boehmi,,14.4,
Apodiformes,Trochilidae,True,AVIBASE-5816834E,calhum,https://birdsoftheworld.org/bow/species/calhum/,Calliope Hummingbird,Selasphorus calliope,,2.6,
Apodiformes,Trochilidae,True,AVIBASE-FF34508D,caneme1,https://birdsoftheworld.org/bow/species/caneme1/,Canivet's Emerald,Cynanthus canivetii,,2.6,
Apodiformes,Apodidae,True,AVIBASE-1C0A5AD9,aleswi1,https://birdsoftheworld.org/bow/species/aleswi1/,Cape Verde Swift,Apus alexandri,,39.4,
Apodiformes,Apodidae,True,AVIBASE-FEC866D0,caiswi1,https://birdsoftheworld.org/bow/species/caiswi1/,Caroline Swiftlet,Aerodramus inquietus,,11.0,
Apodiformes,Apodidae,True,AVIBASE-4CB38AE8,casspi1,https://birdsoftheworld.org/bow/species/casspi1/,Cassin's Spinetail,Neafrapus cassini,,40.0,
Apodiformes,Apodidae,True,AVIBASE-3792D735,chaswi2,https://birdsoftheworld.org/bow/species/chaswi2/,Chapman's Swift,Chaetura chapmani,,23.8,
Apodiformes,Trochilidae,True,AVIBASE-F3516A3B,chahum1,https://birdsoftheworld.org/bow/species/chahum1/,Charming Hummingbird,Polyerata decora,,4.7,
Apodiformes,Trochilidae,True,AVIBASE-73879DB0,chbhum1,https://birdsoftheworld.org/bow/species/chbhum1/,Chestnut-bellied Hummingbird,Saucerottia castaneiventris,,5.0,
Apodiformes,Trochilidae,True,AVIBASE-AF91A813,chbcor1,https://birdsoftheworld.org/bow/species/chbcor1/,Chestnut-breasted Coronet,Boissonneaua matthewsii,,7.7,
Apodiformes,Apodidae,True,AVIBASE-50222B1F,chcswi1,https://birdsoftheworld.org/bow/species/chcswi1/,Chestnut-collared Swift,Streptoprocne rutila,,20.2,
Apodiformes,Trochilidae,True,AVIBASE-5A1EC393,chiwoo1,https://birdsoftheworld.org/bow/species/chiwoo1/,Chilean Woodstar,Eulidia yarrellii,,2.5,
Apodiformes,Apodidae,True,AVIBASE-C3AD1AFF,chiswi,https://birdsoftheworld.org/bow/species/chiswi/,Chimney Swift,Chaetura pelagica,,23.6,
Apodiformes,Trochilidae,True,AVIBASE-727A9FFC,chieme1,https://birdsoftheworld.org/bow/species/chieme1/,Chiribiquete Emerald,Chlorostilbon olivaresi,,3.7,
Apodiformes,Apodidae,True,AVIBASE-48E1BFD0,chiswi1,https://birdsoftheworld.org/bow/species/chiswi1/,Christmas Swiftlet,Collocalia natalis,,5.9,
Apodiformes,Trochilidae,True,AVIBASE-26A37098,cinhum1,https://birdsoftheworld.org/bow/species/cinhum1/,Cinnamon Hummingbird,Amazilia rutila,,5.2,
Apodiformes,Trochilidae,True,AVIBASE-9397CA04,cither1,https://birdsoftheworld.org/bow/species/cither1/,Cinnamon-throated Hermit,Phaethornis nattereri,,3.1,
Apodiformes,Trochilidae,True,AVIBASE-A40F87D8,colinc1,https://birdsoftheworld.org/bow/species/colinc1/,Collared Inca,Coeligena torquata,,6.7,
Apodiformes,Trochilidae,True,AVIBASE-CD3CA2CC,colpuf2,https://birdsoftheworld.org/bow/species/colpuf2/,Colorful Puffleg,Eriocnemis mirabilis,,5.1,
Apodiformes,Apodidae,True,AVIBASE-4E6EF3F9,comswi,https://birdsoftheworld.org/bow/species/comswi/,Common Swift,Apus apus,>40,37.6,multi-sensor
Apodiformes,Trochilidae,True,AVIBASE-8FBB6521,corhum1,https://birdsoftheworld.org/bow/species/corhum1/,Copper-rumped Hummingbird,Saucerottia tobaci,,4.7,
Apodiformes,Trochilidae,True,AVIBASE-B6547FA5,gnbhum2,https://birdsoftheworld.org/bow/species/gnbhum2/,Copper-tailed Hummingbird,Saucerottia cupreicauda,,,
Apodiformes,Trochilidae,True,AVIBASE-3B22C2E7,copeme1,https://birdsoftheworld.org/bow/species/copeme1/,Coppery Emerald,Chlorostilbon russatus,,3.4,
Apodiformes,Trochilidae,True,AVIBASE-CD38DC4D,copmet1,https://birdsoftheworld.org/bow/species/copmet1/,Coppery Metaltail,Metallura theresiae,,4.9,
Apodiformes,Trochilidae,True,AVIBASE-3AA14D7D,cobpuf1,https://birdsoftheworld.org/bow/species/cobpuf1/,Coppery-bellied Puffleg,Eriocnemis cupreoventris,,5.3,
Apodiformes,Trochilidae,True,AVIBASE-8C7E0086,coheme1,https://birdsoftheworld.org/bow/species/coheme1/,Coppery-headed Emerald,Microchera cupreiceps,,3.0,
Apodiformes,Apodidae,True,AVIBASE-7DBCF8E4,corswi,https://birdsoftheworld.org/bow/species/corswi/,Costa Rican Swift,Chaetura fumosa,,15.7,
Apodiformes,Trochilidae,True,AVIBASE-145F1116,coshum,https://birdsoftheworld.org/bow/species/coshum/,Costa's Hummingbird,Calypte costae,,3.1,
Apodiformes,Trochilidae,True,AVIBASE-3737BCB9,cozeme1,https://birdsoftheworld.org/bow/species/cozeme1/,Cozumel Emerald,Cynanthus forficatus,,2.6,
Apodiformes,Hemiprocnidae,True,AVIBASE-509C8FD4,cretre1,https://birdsoftheworld.org/bow/species/cretre1/,Crested Treeswift,Hemiprocne coronata,,29.0,
Apodiformes,Trochilidae,True,AVIBASE-9F291BC2,critop1,https://birdsoftheworld.org/bow/species/critop1/,Crimson Topaz,Topaza pella,,12.1,
Apodiformes,Trochilidae,True,AVIBASE-EE7180C8,crowoo1,https://birdsoftheworld.org/bow/species/crowoo1/,Crowned Woodnymph,Thalurania colombica,,4.5,
Apodiformes,Trochilidae,True,AVIBASE-1AE81F8C,cubeme1,https://birdsoftheworld.org/bow/species/cubeme1/,Cuban Emerald,Riccordia ricordii,,3.2,
Apodiformes,Apodidae,True,AVIBASE-2FAB9911,darswi1,https://birdsoftheworld.org/bow/species/darswi1/,Dark-rumped Swift,Apus acuticauda,,39.4,
Apodiformes,Trochilidae,True,AVIBASE-670295B0,gybsab5,https://birdsoftheworld.org/bow/species/gybsab5/,Diamantina Sabrewing,Campylopterus diamantinensis,,8.3,
Apodiformes,Trochilidae,True,AVIBASE-F643911E,doecoq1,https://birdsoftheworld.org/bow/species/doecoq1/,Dot-eared Coquette,Lophornis gouldii,,2.4,
Apodiformes,Apodidae,True,AVIBASE-3BD2491C,draswi1,https://birdsoftheworld.org/bow/species/draswi1/,Drab Swiftlet,Collocalia neglecta,,5.9,
Apodiformes,Trochilidae,True,AVIBASE-F0258298,dushum1,https://birdsoftheworld.org/bow/species/dushum1/,Dusky Hummingbird,Phaeoptila sordida,,4.0,
Apodiformes,Trochilidae,True,AVIBASE-A6DBD3C6,dussta1,https://birdsoftheworld.org/bow/species/dussta1/,Dusky Starfrontlet,Coeligena orina,,6.5,
Apodiformes,Trochilidae,True,AVIBASE-B9A214AC,duther1,https://birdsoftheworld.org/bow/species/duther1/,Dusky-throated Hermit,Phaethornis squalidus,,3.4,
Apodiformes,Trochilidae,True,AVIBASE-49B76084,ecuhil1,https://birdsoftheworld.org/bow/species/ecuhil1/,Ecuadorian Hillstar,Oreotrochilus chimborazo,,8.2,
Apodiformes,Trochilidae,True,AVIBASE-F231A8EA,ecupie1,https://birdsoftheworld.org/bow/species/ecupie1/,Ecuadorian Piedtail,Phlogophilus hemileucurus,,2.8,
Apodiformes,Apodidae,True,AVIBASE-FF38B8FB,y00731,https://birdsoftheworld.org/bow/species/y00731/,Edible-nest Swiftlet,Aerodramus fuciphagus,,10.7,
Apodiformes,Trochilidae,True,AVIBASE-39F4DE42,embpuf1,https://birdsoftheworld.org/bow/species/embpuf1/,Emerald-bellied Puffleg,Eriocnemis aline,,4.2,
Apodiformes,Trochilidae,True,AVIBASE-B3F5E5E2,emchum1,https://birdsoftheworld.org/bow/species/emchum1/,Emerald-chinned Hummingbird,Abeillia abeillei,,2.7,
Apodiformes,Trochilidae,True,AVIBASE-5F1473EE,empbri1,https://birdsoftheworld.org/bow/species/empbri1/,Empress Brilliant,Heliodoxa imperatrix,,8.8,
Apodiformes,Trochilidae,True,AVIBASE-7A28F870,esmwoo2,https://birdsoftheworld.org/bow/species/esmwoo2/,Esmeraldas Woodstar,Chaetocercus berlepschi,,2.0,
Apodiformes,Trochilidae,True,AVIBASE-06B7366C,fabbri1,https://birdsoftheworld.org/bow/species/fabbri1/,Fawn-breasted Brilliant,Heliodoxa rubinoides,,7.8,
Apodiformes,Trochilidae,True,AVIBASE-32949A7C,fescoq3,https://birdsoftheworld.org/bow/species/fescoq3/,Festive Coquette,Lophornis chalybeus,,3.0,
Apodiformes,Trochilidae,True,AVIBASE-66D9C57E,fietop1,https://birdsoftheworld.org/bow/species/fietop1/,Fiery Topaz,Topaza pyra,,12.1,
Apodiformes,Trochilidae,True,AVIBASE-6B46AD2F,fitawl1,https://birdsoftheworld.org/bow/species/fitawl1/,Fiery-tailed Awlbill,Avocettula recurvirostris,,4.2,
Apodiformes,Trochilidae,True,AVIBASE-09E88F83,fithum1,https://birdsoftheworld.org/bow/species/fithum1/,Fiery-throated Hummingbird,Panterpe insignis,,5.7,
Apodiformes,Trochilidae,True,AVIBASE-AC4A332A,fitmet1,https://birdsoftheworld.org/bow/species/fitmet1/,Fiery-throated Metaltail,Metallura eupogon,,4.6,
Apodiformes,Trochilidae,True,AVIBASE-99E728A9,litsun1,https://birdsoftheworld.org/bow/species/litsun1/,Flame-throated Sunangel,Heliangelus micraster,,3.9,
Apodiformes,Apodidae,True,AVIBASE-45D3FD5A,fowswi1,https://birdsoftheworld.org/bow/species/fowswi1/,Forbes-Watson's Swift,Apus berliozi,,38.2,
Apodiformes,Apodidae,True,AVIBASE-F0D08AFF,ftpswi1,https://birdsoftheworld.org/bow/species/ftpswi1/,Fork-tailed Palm Swift,Tachornis squamata,,11.0,
Apodiformes,Apodidae,True,AVIBASE-68E950E5,fotswi1,,Fork-tailed Swift,Apus pacificus,,39.4,
Apodiformes,Trochilidae,True,AVIBASE-EB8F11B5,fotwoo1,https://birdsoftheworld.org/bow/species/fotwoo1/,Fork-tailed Woodnymph,Thalurania furcata,,4.2,
Apodiformes,Trochilidae,True,AVIBASE-C2C5F2E3,fricoq1,https://birdsoftheworld.org/bow/species/fricoq1/,Frilled Coquette,Lophornis magnificus,,2.7,
Apodiformes,Trochilidae,True,AVIBASE-C99DAFD1,gareme1,https://birdsoftheworld.org/bow/species/gareme1/,Garden Emerald,Chlorostilbon assimilis,,2.6,
Apodiformes,Trochilidae,True,AVIBASE-AD61E929,gathum1,https://birdsoftheworld.org/bow/species/gathum1/,Garnet-throated Hummingbird,Lamprolaima rhami,,7.8,
Apodiformes,Trochilidae,True,AVIBASE-1638D555,webhum1,https://birdsoftheworld.org/bow/species/webhum1/,Geoffroy's Daggerbill,Schistes geoffroyi,,3.6,
Apodiformes,Trochilidae,True,AVIBASE-59067C71,giahum1,https://birdsoftheworld.org/bow/species/giahum1/,Giant Hummingbird,Patagona gigas,,20.2,
Apodiformes,Apodidae,True,AVIBASE-18E79DA7,watswi1,https://birdsoftheworld.org/bow/species/watswi1/,Giant Swiftlet,Hydrochous gigas,,35.8,
Apodiformes,Trochilidae,True,AVIBASE-B507381B,gilhum1,https://birdsoftheworld.org/bow/species/gilhum1/,Gilded Sapphire,Hylocharis chrysura,,4.5,
Apodiformes,Trochilidae,True,AVIBASE-69D81B74,glbeme1,https://birdsoftheworld.org/bow/species/glbeme1/,Glittering-bellied Emerald,Chlorostilbon lucidus,,3.5,
